

95/06/24    22:46:30.0    03:24:20.0
14b6 2845 000a 000d 01a4 0001 000a 001e 0014
22:46:30.0     1
8a39 8998 8ab6 8c40 9076 93e9 93ac 9360 9548 95d6 969a 7ad2 b2dd 8003 48.1   13.977
22:46:40.0     2
8ad7 8a59 8b90 8d02 913e 947d 9448 9405 9619 966a 9772 7a7b b317 8003 48.1   14.027
22:46:50.0     3
8bf9 8b88 8cb9 8e29 9257 955b 9515 94cb 96fc 9720 9834 7a74 b34e 8003 48.1   13.979
22:47:00.0     4
8d19 8ca7 8db6 8f2d 9341 9625 95ad 955a 9781 97bd 98bd 7a9d b381 8003 48.1   13.908
22:47:10.0     5
8e69 8def 8eec 906c 9475 9741 96a2 963f 9866 98cd 99a8 7ada b3b1 8003 48.1   13.965
22:47:20.0     6
8fad 8f43 902c 91c7 95bf 985c 97a6 9744 998d 99f3 9aa4 7add b3de 8003 48.1   13.876
22:47:30.0     7
90c0 906a 9146 9306 96ae 9936 9857 9810 9a56 9ac3 9b4a 7b66 b409 8003 48.1   13.935
22:47:40.0     8
911e 90dd 91a8 9380 96d5 9942 984a 9818 9a53 9ac2 9b33 7bb8 b431 8003 48.1   13.870
22:47:50.0     9
91ec 9173 9255 93fd 9773 99c6 98d6 9867 9aa9 9af0 9b7a 7b8a b456 8003 48.1   13.810
22:48:00.0    10
92f0 923f 9317 94a3 9802 9a34 9947 98cf 9b10 9b61 9be7 7bee b479 8003 48.1   13.834
22:48:10.0    11
93c3 930a 93dc 954b 9895 9ab4 99d0 9957 9ba0 9bf5 9c6d 7c76 b49b 8003 48.1   13.858
22:48:20.0    12
94c0 9402 94c4 962e 9959 9b70 9aa2 9a45 9c89 9cf9 9d3d 7d10 b4ba 8003 48.1   13.816
22:48:30.0    13
95cf 94ef 95b4 970c 9a34 9c2b 9b6b 9b28 9d70 9dc6 9de5 7d6d b4d7 8003 48.1   13.774
22:48:40.0    14
96b4 95bc 966d 97b6 9ac0 9ca0 9bc7 9b81 9de5 9e39 9e4e 7def b4f3 8003 48.1   13.798
22:48:50.0    15
978a 968f 9723 9852 9b58 9d2a 9c40 9bde 9e44 9ed7 9ef1 7e56 b50d 8003 48.1   13.733
22:49:00.0    16
9831 971c 97a1 98d1 9bcf 9da4 9cc6 9c69 9eed 9f8e 9fc6 7eae b527 8003 48.1   13.792
22:49:10.0    17
98f5 97e7 9855 9972 9c62 9e2f 9d5b 9cfd 9f9e a040 a081 7f27 b53e 8003 48.1   13.685
22:49:20.0    18
9930 9835 98a7 99d0 9ca9 9e5e 9d90 9d18 9fb5 a064 a0c6 7f05 b555 8003 48.1   13.721
22:49:30.0    19
996e 9883 98ef 9a13 9cd3 9e82 9dbf 9d62 9fee a0d5 a144 7efd b56a 8003 48.1   13.697
22:49:40.0    20
99e3 9903 996a 9a78 9d20 9eb2 9d9c 9d7e a01e a0f8 a171 7f01 b57f 8003 48.1   13.757
22:49:50.0    21
9a87 9988 99db 9ae1 9d42 9eb5 9d5c 9d43 9ff8 a0dd a158 7ed9 b593 8003 48.1   13.709
22:50:00.0    22
9b10 99fc 9a55 9b48 9d86 9ed6 9d6e 9d58 a004 a0f3 a17f 7e98 b5a5 8003 48.1   13.739
22:50:10.0    23
9b75 9a5b 9aac 9ba8 9ddd 9f31 9dc3 9d98 a03b a122 a1c9 7ec0 b5b7 8003 48.1   13.673
22:50:20.0    24
9ba1 9a6c 9ad3 9bdf 9e16 9f61 9e0a 9dd1 a06b a146 a1e3 7ed0 b5c8 8003 48.1   13.721
22:50:30.0    25
9b9b 9a86 9ae0 9bfa 9e40 9f93 9e3b 9df3 a091 a147 a1d7 7f26 b5d9 8003 48.1   13.691
22:50:40.0    26
9b70 9a9b 9b0d 9c3c 9e9e 9fd0 9e56 9e0b a0ad a155 a1ef 7f69 b5e8 8003 48.1   13.715
22:50:50.0    27
9b99 9aee 9b4d 9c71 9eb2 9fb3 9e16 9dcc a07d a141 a1ee 7f41 b5f7 8003 48.1   13.668
22:51:00.0    28
9bf9 9b7e 9bb0 9cc3 9eea 9fec 9e4e 9e19 a0b1 a1a3 a232 7f9c b606 8003 48.1   13.647
22:51:10.0    29
9c4e 9bfe 9c04 9d1f 9f50 a04b 9ea1 9e5c a0dd a1cd a268 7f30 b614 8003 48.1   13.637
22:51:20.0    30
9c80 9c6b 9c51 9d7d 9fbc a0b9 9f0f 9ebc a12a a1fd a28d 7f0d b621 8003 48.1   13.655
22:51:30.0    31
9cdf 9ceb 9ccb 9ddd a047 a13d 9f95 9f30 a188 a239 a2be 7ec3 b62e 8003 48.1   13.671
22:51:40.0    32
9d74 9d96 9d75 9e6a a10b a1f2 a04f 9fd7 a239 a2cd a312 7ed3 b63b 8003 48.1   13.647
22:51:50.0    33
9e39 9e57 9e36 9f29 a1b3 a289 a0df a070 a2d6 a385 a39d 7eae b647 8003 48.1   13.665
22:52:00.0    34
9f0f 9f16 9eec 9fe3 a241 a316 a157 a0e6 a33d a3e6 a407 7e5f b652 8003 48.1   13.677
22:52:10.0    35
9fbf 9f99 9f68 a06d a286 a362 a181 a10f a366 a400 a43c 7e22 b65e 8003 48.1   13.647
22:52:20.0    36
a03f 9ff3 9fac a0a5 a28c a36a a191 a11f a362 a3f6 a454 7dbb b669 8003 48.1   13.621
22:52:30.0    37
a090 a033 9fde a0c1 a2a0 a371 a198 a112 a357 a3e3 a466 7dab b673 8003 48.1   13.626
22:52:40.0    38
a0df a06f a025 a100 a2e4 a3aa a1b7 a115 a34e a3d1 a46c 7d96 b67e 8003 48.1   13.594
22:52:50.0    39
a109 a093 a05b a122 a2e8 a397 a1b2 a10f a350 a3e2 a47b 7d84 b687 8003 48.1   13.614
22:53:00.0    40
a159 a0d9 a0a7 a159 a30c a3ba a1f2 a141 a382 a40a a4bb 7d32 b691 8003 48.1   13.628
22:53:10.0    41
a1ef a152 a117 a1ba a365 a410 a25b a196 a3c7 a457 a50d 7cf5 b69b 8003 48.1   13.639
22:53:20.0    42
a286 a1c0 a1a8 a22f a3ae a43f a289 a1ab a3d5 a465 a515 7d0e b6a4 8003 48.1   13.580
22:53:30.0    43
a30c a202 a1f3 a274 a3f1 a481 a2de a1f0 a415 a49b a558 7d67 b6ad 8003 48.1   13.608
22:53:40.0    44
a317 a21c a204 a292 a3fe a480 a2cb a1e9 a40f a49c a571 7dbf b6b6 8003 48.1   13.625
22:53:50.0    45
a311 a235 a21c a295 a403 a493 a2d2 a1f7 a3fc a485 a574 7df1 b6be 8003 48.1   13.600
22:54:00.0    46
a331 a244 a223 a2a8 a409 a49d a2e8 a209 a3f6 a464 a55d 7e0e b6c7 8003 48.1   13.586
22:54:10.0    47
a2eb a204 a1d9 a26a a3d5 a464 a2c0 a1d0 a395 a3e4 a4dd 7e09 b6cf 8003 48.1   13.584
22:54:20.0    48
a297 a1b9 a18c a23b a3aa a42f a28a a1b3 a35e a3a0 a4a7 7e15 b6d7 8003 48.1   13.631
22:54:30.0    49
a261 a19d a170 a22a a3a8 a42d a28d a1ba a355 a37c a482 7e3c b6df 8003 48.1   13.558
22:54:40.0    50
a24a a1cf a17f a249 a3cc a458 a2ac a1f4 a385 a39d a49d 7de8 b6e7 8003 48.1   13.550
22:54:50.0    51
a246 a1f3 a1a5 a261 a3fc a498 a2de a217 a397 a3ab a494 7dab b6ee 8003 48.1   13.568
22:55:00.0    52
a223 a210 a1e0 a2a8 a441 a4d7 a310 a23b a3b2 a3a3 a44b 7d94 b6f5 8003 48.1   13.560
22:55:10.0    53
a1bf a1b7 a1b1 a289 a42f a4e6 a303 a22f a392 a37c a412 7d49 b6fd 8003 48.1   13.570
22:55:20.0    54
a1c6 a1c2 a1b2 a294 a40b a4c4 a2d4 a20e a363 a367 a3e2 7d6f b704 8003 48.1   13.526
22:55:30.0    55
a193 a19c a188 a267 a3d6 a474 a2a7 a1b0 a313 a300 a36c 7d79 b70b 8003 48.1   13.547
22:55:40.0    56
a13d a147 a15a a249 a39e a42c a26c a172 a2a7 a29d a2df 7d75 b712 8003 48.1   13.528
22:55:50.0    57
a075 a08d a0bc a1bb a2f8 a375 a1ba a0b3 a1f1 a1f4 a20d 7d30 b719 8003 48.1   13.546
22:56:00.0    58
9f93 9fab 9fd5 a0e4 a218 a29e a0fd a006 a147 a148 a10d 7d37 b720 8003 48.1   13.496
22:56:10.0    59
9e47 9e80 9ebe 9fd1 a12b a1cd a059 9f7e a0cf a093 9fe7 7cd1 b727 8003 48.1   13.546
22:56:20.0    60
9d19 9dc3 9e2b 9f25 a0bb a197 a02f 9f5d a0af 9ff6 9ecd 7c9c b72e 8003 48.1   13.591
22:56:30.0    61
9bc9 9d00 9dca 9ea3 a093 a198 a038 9f8d a0e9 9f39 9ddc 7c6d b735 8003 48.1   13.571
22:56:40.0    62
9b08 9ca3 9d7d 9e7a a097 a1ad a040 9fc3 a133 9f4e 9ddb 7c1e b73b 8003 48.1   13.479
22:56:50.0    63
9a9b 9c48 9d28 9e38 a079 a199 a04e 9ffb a193 9fb2 9e49 7be5 b741 8003 48.1   13.525
22:57:00.0    64
9a92 9c32 9d29 9e38 a08a a1a1 a058 a02d a1c2 9ff8 9ebe 7b9f b748 8003 48.1   13.501
22:57:10.0    65
9a89 9c13 9d0e 9e28 a064 a17a a037 a00f a1c5 a011 9ee4 7b38 b74e 8003 48.1   13.547
22:57:20.0    66
9a8e 9c03 9d07 9e11 a044 a14c a016 9ff0 a1a4 a034 9f11 7ad0 b754 8003 48.1   13.497
22:57:30.0    67
9ac0 9c30 9d2a 9e26 a06b a169 a01b 9fe1 a184 a039 9f3b 7a72 b75a 8003 48.1   13.523
22:57:40.0    68
9ae5 9c40 9d2a 9e36 a08d a174 a01b 9fda a168 a04c 9f6e 7a3d b760 8003 48.1   13.541
22:57:50.0    69
9b23 9c66 9d32 9e24 a07d a164 a015 9fc4 a149 a05c 9f7d 7a21 b766 8003 48.1   13.497
22:58:00.0    70
9aec 9c2f 9cdb 9dda 9fff a0f7 9f97 9f47 a0a4 9fe3 9f08 7a28 b76c 8003 48.1   13.511
22:58:10.0    71
9a2d 9b63 9c07 9d27 9f1f a060 9f01 9e9d 9fe4 9f33 9edf 79e3 b771 8003 48.1   13.521
22:58:20.0    72
993f 9a7d 9b30 9c42 9e26 9f85 9e34 9dd7 9f26 9e9f 9ed6 799f b777 8003 48.1   13.489
22:58:30.0    73
9894 99d7 9a8b 9b8f 9d69 9eeb 9db5 9d4d 9ec7 9e56 9ebd 7957 b77d 8003 48.1   13.541
22:58:40.0    74
9854 9986 9a35 9b1b 9d0d 9ea4 9d83 9d35 9ed4 9e80 9f18 7933 b782 8003 48.1   13.528
22:58:50.0    75
988d 99c0 9a69 9b2e 9d37 9ed9 9daf 9d6a 9f0a 9eee 9fa7 791e b788 8003 48.1   13.542
22:59:00.0    76
98b3 99f0 9aad 9b76 9d74 9f15 9df3 9da9 9f4a 9f3c a019 7956 b78d 8003 48.1   13.433
22:59:10.0    77
98bf 99e8 9a8d 9b6f 9d71 9f08 9dfd 9dc7 9f60 9f67 a03e 798c b793 8003 48.1   13.514
22:59:20.0    78
987b 999c 9a3f 9b25 9d2e 9eb2 9da8 9d6a 9f26 9f69 a058 7970 b799 8003 48.1   13.489
22:59:30.0    79
9826 992e 99bc 9aa8 9cb9 9e2e 9d1b 9cf0 9ed2 9f35 a035 7955 b79e 8003 48.1   13.512
22:59:40.0    80
97f3 98ff 999b 9a87 9c9e 9e10 9cf8 9cc3 9ea8 9f12 a00e 7919 b7a3 8003 48.1   13.568
22:59:50.0    81
97d5 98e3 9982 9a91 9c91 9e0d 9d11 9cd6 9ea1 9ef4 9fd7 78df b7a8 8003 48.1   13.539
23:00:00.0    82
972e 984b 98f2 9a15 9c0e 9d80 9c98 9c75 9e42 9eaf 9f8b 78f5 b7ae 8003 48.1   13.510
23:00:10.0    83
9664 9788 9833 995b 9b4f 9cb4 9be4 9bbc 9d96 9e37 9f26 7914 b7b3 8003 48.1   13.496
23:00:20.0    84
95c6 96e8 9794 989b 9aaa 9c1a 9b4f 9b28 9d0c 9dc6 9ea9 7917 b7b8 8003 48.1   13.518
23:00:30.0    85
9586 96ac 9762 9859 9a6b 9bd2 9b06 9ae0 9cc3 9d95 9e86 78d4 b7bd 8003 48.1   13.474
23:00:40.0    86
94f7 961e 96d1 97cf 99ac 9b08 9a55 9a3e 9c2e 9d25 9e1c 78f2 b7c3 8003 48.1   13.482
23:00:50.0    87
9404 952b 95d9 96e1 98b9 9a15 997b 995e 9b66 9c66 9d6a 78d9 b7c7 8003 48.1   13.528
23:01:00.0    88
9307 9438 94ed 95f8 97d1 992a 9896 9888 9aa0 9bc2 9cc8 78a5 b7cc 8003 48.1   13.478
23:01:10.0    89
926a 939c 9440 9540 970f 984b 97d1 97cb 99f9 9b20 9c2a 7826 b7d2 8003 48.1   13.517
23:01:20.0    90
91de 9301 939e 94ab 966d 97b7 973c 9732 997b 9a83 9b80 7799 b7d8 8003 48.1   13.466
23:01:30.0    91
912c 9248 92df 93ee 95bc 971e 96b3 96aa 990e 9a04 9af4 7758 b7dd 8003 48.1   13.476
23:01:40.0    92
9080 9198 9240 934d 9540 9694 9617 95f5 9821 98fc 99a4 76b3 b7e3 8003 48.1   13.491
23:01:50.0    93
901e 912a 91e4 92c8 94b7 95e7 9564 9525 972c 97d1 9851 75e5 b7e8 8003 48.1   13.480
23:02:00.0    94
9008 90f6 9191 9257 9426 953f 949c 9446 9632 96ab 971f 7527 b7ee 8003 48.1   13.454
23:02:10.0    95
902c 90fb 9186 921f 93ea 94f0 9424 93a6 9589 95df 9646 74a8 b7f3 8003 48.1   13.462
23:02:20.0    96
9056 9125 9197 9216 93b7 94bf 93d9 9343 94f7 9517 953a 74af b7f8 8003 48.1   13.483
23:02:30.0    97
909d 916c 91c4 9221 9385 944d 935b 9299 940f 93e4 93e0 750a b7fe 8003 48.1   13.511
23:02:40.0    98
90af 9162 9188 91cf 92fd 9397 928f 91a3 9303 92ce 92d3 752f b802 8003 48.1   13.491
23:02:50.0    99
90d1 914f 915f 9191 9287 930f 91e7 90ee 923f 91fb 921b 7564 b807 8003 48.1   13.469
23:03:00.0   100
9091 90eb 90df 9118 91ee 926e 9135 903c 919c 9165 918d 7560 b80a 8003 44.4   13.431
23:03:10.0   101
8ff7 904a 903c 9083 914b 91c1 9086 8f96 9101 90e1 9107 7575 b80e 8003 41.7   13.227
23:03:20.0   102
8efe 8f53 8f49 8fb8 906d 90ef 8fa7 8ebf 9030 900d 903f 753e b80f 8003  7.9   12.486
23:03:30.0   103
8dda 8e30 8e27 8eaa 8f56 8fd2 8e9c 8dbd 8f1b 8f05 8f1a 74bc b811 8003  2.1   12.371
23:03:40.0   104
8c99 8ce9 8cdd 8d6a 8e12 8e95 8d57 8c7b 8dd8 8da6 8dc3 7487 b813 8003  1.3   12.363
23:03:50.0   105
8b60 8ba3 8ba5 8c19 8cdf 8d59 8c2b 8b35 8c99 8c48 8c72 74a0 b816 8003  1.0   12.343
23:04:00.0   106
7905 7a03 7a7f 81a0 8031 8b7f 8b35 8a27 8b87 8b11 8b49 74b4 b818 8003  0.1   12.353
23:04:10.0   107
6693 67f4 6833 6ac2 6aaa 6fa0 7039 71af 73dc 7303 73c7 74e5 b81b 8003  2.1   12.313
23:04:20.0   108
6088 6151 618e 6201 62b5 647c 648c 6488 6596 650b 6498 683c b80c 8003  1.2   12.602
23:04:30.0   109
5e27 5e7a 5e9c 5e8f 5f46 5ff8 601e 5ff1 6066 6009 5ff2 6609 b7f7 8003  1.9   13.099
23:04:40.0   110
5d4b 5d6b 5d7a 5d6f 5e18 5e52 5e74 5e4a 5e74 5e58 5e57 6484 b7da 8003  2.8   13.853
23:04:50.0   111
5b88 5bcf 5bd9 5c36 5ca1 5cb9 5cc6 5cb3 5ce4 5ce5 5d41 657e b7b1 8003  2.3   15.569
23:05:00.0   112
5a69 5aa1 5a8a 5a8d 5ae5 5ae0 5b06 5b3e 5b9b 5bbb 5c23 609d b784 8003  2.3   17.661
23:05:10.0   113
59d7 59eb 59cb 59b7 5a29 5a22 5a47 5a4a 5a85 5a7b 5aa4 6074 b74e 8003  4.2   20.759
23:05:20.0   114
58c5 58cd 58ab 58ae 590a 5905 5926 591d 5941 592d 594e 5c72 b70d 8003  3.5   26.196
23:05:30.0   115
57c1 57cb 57ad 57af 5811 580f 582f 5817 5834 5827 583f 5a59 b6c8 8003  2.5   29.943
23:05:40.0   116
5618 5627 560a 5624 567b 567a 56a2 5699 56bb 56a6 56c4 582d b67f 8003  2.8   34.421
23:05:50.0   117
54bb 54ca 54b4 54bb 551e 551c 553b 5522 5541 552b 5541 5765 b62e 8003  2.6   38.538
23:06:00.0   118
51fe 521c 5207 525b 52a4 52ad 52e1 52f2 5317 52e8 5300 55f3 b5da 8003  0.8   42.315
23:06:10.0   119
4f9f 4fb6 4fac 501e 505b 507c 50c5 50c2 50e4 50c0 50cc 533e b579 8003  2.0   46.315
23:06:20.0   120
4d59 4d80 4d69 4d7c 4de5 4dea 4e23 4e19 4e40 4e11 4e0f 4fe7 b514 8003  1.1   51.078
23:06:30.0   121
499d 49e7 49e8 4a8e 4ab6 4ae2 4b37 4b62 4b89 4b5d 4b7f 4e3d b4a7 8003  1.4   55.455
23:06:40.0   122
4699 46d8 46c8 470a 475f 4770 47a5 479e 47cf 479b 479a 48c5 b433 8003  2.0   60.009
23:06:50.0   123
44d4 44f8 44e2 44df 4551 4550 4577 4558 457b 4556 4556 472c b3bd 8003  1.5   65.328
23:07:00.0   124
43b2 43c3 43ae 43a0 440f 4409 4428 4403 441e 4409 4417 4627 b340 8003  1.2   70.926
23:07:10.0   125
4298 42a5 4289 426f 42dc 42d1 42ed 42c5 42db 42c9 42da 44e0 b2be 8003  1.4   76.174
23:07:20.0   126
41c9 41ce 41b0 4192 4200 41f1 420c 41e5 41fa 41eb 4203 441f b238 8003  1.2   80.998
23:07:30.0   127
413a 413c 411e 40f5 4168 4159 4171 4145 4156 414f 4166 43cc b1ad 8003  1.0   86.886
23:07:40.0   128
409d 409a 407a 4054 40c1 40b0 40c7 409e 40af 40a5 40c0 42cc b11a 8003  1.3   91.850
23:07:50.0   129
4056 404e 402c 3ff6 406c 4058 406c 403c 404a 4047 4061 427a b085 8003  0.8   97.267
23:08:00.0   130
4021 4013 3ff0 3fbc 402f 401c 4031 4006 4013 4013 4031 4256 afed 8003  1.4  102.882
23:08:10.0   131
3fdc 3fd2 3fae 3f7e 3fef 3fdb 3ff2 3fc7 3fd5 3fd5 3ff5 41f2 af50 8003  0.8  108.282
23:08:20.0   132
3f67 3f5f 3f3c 3f19 3f80 3f71 3f87 3f63 3f72 3f71 3f92 4182 aeb3 8003  1.0  113.329
23:08:30.0   133
3eea 3ee3 3ec0 3e96 3f02 3ef0 3f05 3edc 3eeb 3ee7 3f04 40e7 ae14 8003  1.2  118.671
23:08:40.0   134
3e9e 3e95 3e71 3e3b 3eaf 3e9c 3eb1 3e87 3e95 3e95 3eb3 40c4 ad73 8003  0.7  119.661
23:08:50.0   135
3e7c 3e72 3e50 3e14 3e8c 3e78 3e8d 3e5e 3e6c 3e70 3e93 4092 acd1 8003  1.1  120.211
23:09:00.0   136
3e6d 3e61 3e40 3e04 3e7d 3e69 3e7d 3e4e 3e5a 3e60 3e85 4079 ac2f 8003  0.9  120.023
23:09:10.0   137
3e5e 3e51 3e2f 3df7 3e6f 3e5d 3e72 3e44 3e50 3e55 3e78 4059 ab8b 8003  1.2  121.168
23:09:20.0   138
3e50 3e43 3e21 3de6 3e60 3e4e 3e65 3e37 3e46 3e4f 3e72 4086 aae4 8003  1.9  120.977
23:09:30.0   139
3e4c 3e3d 3e1a 3ddf 3e59 3e46 3e5c 3e30 3e3f 3e48 3e6b 402e aa46 8003  0.9  121.516
23:09:40.0   140
3e4b 3e3a 3e17 3ddb 3e54 3e42 3e57 3e2c 3e3c 3e45 3e69 4021 a99f 8003  0.6  120.818
23:09:50.0   141
3e49 3e39 3e16 3dd9 3e52 3e3f 3e56 3e2a 3e3a 3e43 3e68 4020 a8fc 8003  1.2  121.029
23:10:00.0   142
3e49 3e38 3e15 3dd6 3e4f 3e3b 3e53 3e26 3e35 3e3f 3e67 401d a85c 8003  0.4  121.176
23:10:10.0   143
3e48 3e37 3e13 3dd5 3e4e 3e3a 3e51 3e24 3e32 3e3b 3e62 3ff5 a7b5 8003  0.8  121.503
23:10:20.0   144
3e47 3e37 3e13 3dd5 3e4d 3e39 3e4f 3e22 3e31 3e3a 3e61 3ff3 a715 8003  0.6  120.912
23:10:30.0   145
